2026-01-14 01:53:16.997 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 01:53:17.331 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 01:53:17.332 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 01:53:17.332 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 01:56:48.348 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 01:56:48.357 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 01:56:48.357 | INFO     | __main__:<module>:21 | ==================================================
2026-01-14 01:56:48.357 | INFO     | __main__:<module>:22 | Select From My Ideas - Web Server
2026-01-14 01:56:48.357 | INFO     | __main__:<module>:23 | ==================================================
2026-01-14 01:56:48.357 | INFO     | __main__:<module>:24 | Starting server at http://localhost:8000
2026-01-14 01:56:48.483 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 01:56:48.838 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 01:56:48.839 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 01:56:48.839 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:00:56.032 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:00:56.042 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:00:56.042 | INFO     | __main__:<module>:21 | ==================================================
2026-01-14 02:00:56.042 | INFO     | __main__:<module>:22 | Select From My Ideas - Web Server
2026-01-14 02:00:56.042 | INFO     | __main__:<module>:23 | ==================================================
2026-01-14 02:00:56.042 | INFO     | __main__:<module>:24 | Starting server at http://localhost:8000
2026-01-14 02:00:56.163 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:00:56.509 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:00:56.511 | INFO     | database.connection:init_db:38 | Database tables created
